Name,Current price,Change(%),Open,High,Low,Volume
MESOBLAST LTD.,1.77,11.12,1.8,1.82,1.75,49156
NV5 GLOBAL INC.,107.86,0.66,105.88,108.5,105.75,49153
ENDRA LIFE SCIENCES INC.,1.02,0.0,1.01,1.03,1.0,49070
KALA BIO INC.,6.96,1.16,6.88,7.01,6.55,49010
COASTAL FINANCIAL,38.98,10.74,38.63,39.83,38.55,48897
ITURAN LOCATION AND CONTROL,25.7,10.31,25.67,25.88,25.55,48896
TWIN VEE POWERCATS CO.,1.25,10.79,1.26,1.31,1.25,48595
1STDIBS.COM INC.,4.62,4.29,4.43,4.64,4.43,48354
BANNIX ACQUISITION,10.85,0.09,10.84,10.85,10.84,48308
TEXAS CAPITAL BANCSHARES,19.02,10.42,18.81,19.15,18.71,48167
FIRST INTERNET BANCORP,30.17,10.72,29.73,30.33,29.38,48160
LEXEO THERAPEUTICS INC.,17.0,1.13,17.09,17.63,16.61,47742
APTOSE BIOSCIENCES INC.,2.0,1.01,2.0,2.0,1.92,47634
CHS,25.73,0.0,25.68,25.8,25.65,47585
LEE ENTERPRISES INC.,9.98,3.74,9.63,10.0,9.48,47530
QUINCE THERAPEUTICS INC.,1.33,1.53,1.3,1.34,1.28,47517
CORVUS PHARMACEUTICALS INC.,2.1,11.41,2.08,2.13,2.03,47492
PLURI INC.,0.7101,2.91,0.72,0.7899,0.6588,47433
AMTECH SYSTEMS INC.,4.04,0.5,4.04,4.05,3.9,47409
SAFETY INSURANCE GROUP INC.,83.24,11.62,83.92,84.98,82.99,47374
VIEMED HEALTHCARE INC.,8.15,11.33,8.15,8.3,8.15,47305
GLOBUS MARITIME LTD.,2.24,10.88,2.28,2.37,2.17,47241
FULL HOUSE RESORTS INC.,4.62,11.7,4.65,4.73,4.59,47221
SINGULARITY FUTURE TECHNOLOGY,0.59,14.1,0.611,0.62,0.5842,47158
111 INC. ADS,1.4,0.72,1.34,1.4,1.34,47124
KANDI TECHNOLOGIES GROUP INC.,2.68,11.11,2.68,2.7,2.66,47121
MOTORCAR PARTS OF AMERICA INC.,9.45,1.18,9.23,9.56,9.02,47065
PIONEER POWER SOLUTIONS INC.,5.21,13.52,5.31,5.4,5.11,46967
BLUE FOUNDRY BANCORP,9.41,10.84,9.31,9.51,9.31,46927
BLUEJAY DIAGNOSTICS INC.,0.78,12.5,0.801,0.83,0.77,46739
DXP ENTERPRISES INC.,32.45,11.96,32.81,32.95,32.31,46526
THE REAL GOOD FOOD CO.,1.18,0.0,1.17,1.19,1.16,46456
TORO CORP.,5.92,1.02,5.78,6.0,5.77,46441
BTC DIGITAL,3.83,11.79,3.97,4.0,3.75,46376
SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY,1.01,6.32,0.94,1.07,0.94,46263
BRIACELL THERAPEUTICS,3.89,0.0,3.89,3.96,3.84,46141
JANUX THERAPEUTICS INC.,8.32,12.0,8.29,8.54,8.02,46009
MIDLAND STATES BANCORP INC.,25.46,11.05,25.31,26.0,25.31,45773
ROOT INC.,8.07,11.59,8.13,8.18,7.92,45510
DISTOKEN ACQUISITION,0.1011,10.1,0.1011,0.1011,0.1011,45413
ETON PHARMACEUTICALS INC.,4.49,12.39,4.6,4.73,4.42,45382
IMMUNOPRECISE ANTIBODIES,1.88,10.53,1.9,1.95,1.8,45129
ORGANOVO HOLDINGS INC.,1.03,10.96,1.02,1.05,1.01,45061
CAPITALWORKS EMERGING MARKETS ACQUISITI,11.0,10.09,11.0,11.0,11.0,45041
CORVEL CORP.,238.68,12.2,242.91,246.27,230.85,44978
NEUROONE MEDICAL TECHNOLOGIES,1.4,0.72,1.43,1.44,1.36,44971
QCR HOLDINGS INC.,56.66,11.75,56.53,57.8,56.53,44893
SLAM,10.88,0.0,10.88,10.88,10.87,44641
AQUABOUNTY TECHNOLOGIES INC.,2.57,3.21,2.52,2.58,2.49,44627
DIANTHUS THERAPEUTICS INC.,20.2,12.51,19.79,20.29,18.84,44535
IRADIMED CORP.,44.66,4.18,42.8,45.33,42.64,44261
FORZA X1 INC.,0.55,11.79,0.56,0.5799,0.4868,44073
HEMPACCO CO. INC.,0.3399,0.0,0.3416,0.3416,0.32,43991
HEALTHSTREAM INC.,26.43,11.86,26.73,26.76,26.43,43986
DATCHAT INC.,1.34,12.9,1.41,1.41,1.32,43985
CONN S INC.,4.92,2.29,4.72,4.93,4.71,43942
POLAR POWER INC.,0.342,3.51,0.3205,0.3639,0.3205,43534
TELESIS BIO INC.,0.3333,2.24,0.326,0.345,0.326,43433
RENALYTIX PLC ADS,0.3124,4.17,0.32,0.32,0.2837,43116
GOLDEN MATRIX GROUP INC.,3.01,17.67,3.26,3.29,2.94,43098
BROOKFIELD PROPERTY PARTNERS L.P. 6.25%,13.05,0.0,13.05,13.15,12.97,43002
THERMOGENESIS HLD.,0.53,0.47,0.5441,0.5688,0.5095,42999
BCB BANCORP INC. (NJ),11.6,14.92,11.8,12.02,11.6,42950
BIO-PATH HOLDINGS INC.,0.422,11.84,0.4299,0.45,0.412,42904
LIBERTY BROADBAND,22.01,12.95,22.51,22.51,21.93,42870
MIDWESTONE FINANCIAL GROUP,24.7,11.16,24.5,25.33,24.5,42862
PROJECT ENERGY REIMAGINED ACQUISITION,10.65,0.09,10.63,10.69,10.63,42861
HUADI INTERNATIONAL GROUP CO.,2.68,1.9,2.56,2.77,2.52,42770
USCB FINANCIAL HLD.,12.0,0.0,11.91,12.23,11.88,42725
ALICO INC.,28.32,13.08,29.1,29.27,28.32,42679
PYXIS TANKERS INC.,4.46,0.0,4.41,4.5,4.41,42647
CNB FINANCIAL CORP.,20.73,11.57,20.63,21.04,20.63,42556
WORLD ACCEPTANCE,132.45,12.13,132.83,134.51,131.85,42514
ARCA BIOPHARMA INC.,1.62,2.53,1.57,1.65,1.57,42471
CALAMOS LONG/SHORT EQUITY & DYNAMIC,15.14,10.13,15.16,15.27,15.05,42340
PERPETUA RESOURCES,2.93,11.35,3.01,3.01,2.9,42194
COCA-COLA CONSOLIDATED INC.,909.51,1.18,899.31,909.52,895.98,42184
CALIFORNIA BANCORP,24.8,10.36,24.69,25.16,24.63,42166
CARECLOUD,7.49,10.4,7.45,7.57,7.4,42126
CIBUS INC.,17.59,1.97,17.12,17.7,16.67,42119
PRESIDIO PROPERTY TRUST INC.,1.06,13.64,1.05,1.17,1.03,42079
VIGIL NEUROSCIENCE INC.,2.68,10.37,2.69,2.79,2.62,42078
DIAMEDICA THERAPEUTICS INC.,3.0,0.0,3.12,3.13,2.94,42053
ALPINE 4 HOLDINGS INC.,0.57,0.0,0.585,0.585,0.555,42017
TENAX THERAPEUTICS INC.,9.94,17.88,10.71,11.21,8.89,41755
OCEAN BIOMEDICAL INC.,0.5564,12.39,0.5862,0.59,0.5448,41670
COMMUNITY TRUST BANCORP INC.,41.07,10.58,41.0,41.62,40.94,41422
ANIKA THERAPEUTICS INC.,23.1,11.28,23.11,23.77,22.95,41417
FUTURE FINTECH GROUP INC.,1.01,2.02,0.97,1.03,0.95,41234
INMED PHARMACEUTICALS INC.,0.3618,10.33,0.3537,0.363,0.34,41203
CAPITAL CITY BANK GROUP,28.3,10.81,28.02,28.58,27.9,41146
COLONY BANKCORP INC.,11.85,10.75,11.79,12.03,11.74,41038
KALTURA INC.,1.67,11.18,1.66,1.69,1.66,40964
SOL-GEL TECHNOLOGIES,1.39,17.33,1.5,1.5,1.33,40923
UNITED-GUARDIAN INC.,8.4,7.01,8.38,8.6,8.25,40750
SEVEN HILLS REALTY TRUST,12.86,11.98,13.09,13.09,12.81,40746
STAR HLD.,12.03,10.66,11.92,12.18,11.92,40703
FRANKLIN WIRELESS,2.81,11.75,2.86,2.9,2.8,40579
VALLEY NATIONAL BANCORP 6.25% FIXED-TO-,20.79,10.76,20.8,21.25,20.49,40495
COMMUNITY WEST BANCSHARES,14.65,11.35,14.75,14.92,14.52,40369
VACASA INC.,9.33,14.11,9.72,9.74,8.96,40329
KORU MEDICAL SYSTEMS INC.,2.14,1.42,2.08,2.17,2.08,40212
IRON HORSE ACQUISITIONS,10.12,0.1,10.12,10.12,10.12,40088
HUNTINGTON BANCSHARES INC.,19.34,11.12,19.3,19.56,19.2,40041
ALPHATIME ACQUISITION CORP RIGHT,0.1,19.17,0.1108,0.1108,0.1,40000
HF FOODS GROUP INC.,4.62,17.04,4.92,4.94,4.61,39993
PLANET IMAGE INTERNATIONAL,2.06,110.04,2.18,2.39,2.05,39983
STRAN & COMPANY INC.,1.51,14.43,1.56,1.56,1.35,39637
EVGO INC. WARRANTS,0.1757,112.15,0.2,0.2001,0.175,39620
DOGNESS (INTERNATIONAL),3.36,15.88,3.47,3.48,3.23,39597
NORTHRIM BANCORP INC,48.82,13.95,50.36,50.36,48.59,39361
MARPAI INC.,1.16,14.92,1.21,1.23,1.15,39360
FNCB BANCORP INC.,6.2,11.43,6.14,6.2,6.03,39354
PARAMOUNT GLOBAL 5.75% SERIES A MANDATO,18.37,10.81,18.34,18.47,18.16,39352
VSE CORP.,60.27,12.77,61.23,61.23,59.55,39299
SEZZLE INC.,42.4,13.64,45.12,45.86,40.13,39277
PORTAGE BIOTECH INC.,0.71,15.46,0.8,0.8,0.71,39214
SUPER LEAGUE ENTERPRISE INC.,2.05,10.97,2.15,2.18,1.98,39031
VINTAGE WINE ESTATES INC.,0.476,12.2,0.5,0.5,0.4711,38954
MARKER THERAPEUTICS INC.,4.82,3.88,4.7,4.89,4.55,38933
SENTI BIOSCIENCES INC.,0.4603,0.57,0.4699,0.4898,0.45,38919
DAVIS COMMODITIES,1.03,0.0,1.0,1.03,0.97,38868
ARBE ROBOTICS,1.84,14.17,1.89,1.9,1.83,38863
BAIYU HOLDINGS INC.,1.27,15.22,1.32,1.34,1.24,38824
INNOVATIVE EYEWEAR INC.,0.4126,17.28,0.44,0.44,0.4051,38820
RECRUITER.COM GROUP INC.,1.18,116.9,1.35,1.35,1.17,38811
VIRPAX PHARMACEUTICALS INC.,0.3387,12.81,0.37,0.37,0.3201,38771
ARB IOT GROUP LTD.,0.9922,12.28,1.04,1.05,0.9901,38668
PEAPACK-GLADSTONE FINANCIAL,26.48,12.5,26.57,27.0,26.37,38651
NUVECTIS PHARMA INC.,7.05,11.26,7.04,7.34,6.95,38635
GREENLANE HOLDINGS INC.,0.4513,16.0,0.485,0.49,0.4513,38614
LAZYDAYS HOLDINGS INC.,5.18,10.96,5.23,5.23,4.9,38574
VICINITY MOTOR CORP.,0.869,11.25,0.855,0.8774,0.8401,38394
AFRICAN AGRICULTURE HLD.,0.98,15.77,1.02,1.05,0.9693,38334
RESERVOIR MEDIA INC..,6.9,10.29,6.85,6.94,6.81,38290
ACNB CORP.,36.08,17.37,38.12,38.23,35.91,38214
THE HERZFELD CARIBBEAN BASIN FUND,2.69,1.13,2.63,2.69,2.63,38184
XUNLEI LTD.,1.48,10.67,1.51,1.51,1.48,38092
JIUZI HOLDINGS INC.,0.68,12.86,0.75,0.79,0.68,38075
TRANSCAT INC.,112.89,1.19,110.32,113.86,108.7,38053
ATLAS LITHIUM CORP.,22.03,10.94,22.17,22.5,21.21,37957
DYNATRONICS CORP.,0.5299,3.9,0.51,0.5299,0.51,37898
CAMBRIDGE BANCORP,67.76,10.1,66.06,68.41,66.06,37713
FSD PHARMA,0.8107,11.86,0.82,0.833,0.8107,37712
DORCHESTER MINERALS L.P.,31.0,10.29,31.09,31.2,30.72,37641
LEGACY HOUSING CORP.,24.59,1.65,23.76,24.63,23.73,37553
MULTIMETAVERSE HOLDINGS,0.92,2.22,0.9,0.99,0.87,37532
BIODEXA PHARMACEUTICALS PLC ADS,1.42,10.7,1.48,1.55,1.41,37504
AMERICAN OUTDOOR BRANDS INC.,9.15,3.98,8.89,9.19,8.78,37493
SOUTHERN FIRST BANCSHARES INC.,35.56,13.81,36.43,36.43,35.4,37280
RECON TECHNOLOGY,0.1716,11.94,0.1699,0.18,0.1699,37228
NANO LABS LTD,1.2,111.11,1.17,1.56,1.17,37136
UPEXI INC.,1.19,0.0,1.23,1.24,1.17,37130
TARGET GLOBAL ACQUISITION I,11.16,0.0,11.16,11.16,11.16,37047
VIRACTA THERAPEUTICS INC.,0.619,2.38,0.6228,0.6228,0.58,36976
INNOVATIVE SOLUTIONS AND SUPPORT,8.19,0.0,8.2,8.29,8.15,36936
SPROTT FOCUS TRUST,7.64,11.42,7.71,7.71,7.64,36829
LUOKUNG TECHNOLOGY CORP,0.431,14.22,0.436,0.46,0.43,36752
SMART SHARE GLOBAL,0.5153,3.0,0.52,0.53,0.5101,36624
VAST RENEWABLES LTD.,1.85,17.96,1.86,2.15,1.76,36547
SHIFTPIXY INC.,5.42,0.37,5.28,5.42,5.2,36547
OMNIQ CORP.,0.5301,11.03,0.5401,0.5401,0.4999,36519
CF BANKSHARES INC.,21.79,0.41,21.51,21.9,21.5,36192
FORRESTER RESEARCH INC.,24.97,13.22,25.48,25.49,24.95,36129
VACCINEX INC.,0.599,10.17,0.6,0.6,0.56,36055
99 ACQUISITION GROUP INC.,10.24,0.0,10.26,10.26,10.24,36043
BIOMERICA INC.,0.9092,0.09,0.9155,0.93,0.9,36043
VERIFYME INC.,1.08,0.0,1.08,1.09,1.07,36023
AEYE INC.,1.3,0.0,1.31,1.31,1.24,35920
FARMER BROTHERS CO.,3.72,0.54,3.71,3.78,3.6,35888
HEARTBEAM INC.,1.92,5.49,1.8,1.92,1.8,35838
PONO CAPITAL TWO INC.,10.95,0.92,10.88,10.97,10.88,35753
CHINA JO-JO DRUGSTORES INC.,0.1799,12.23,0.184,0.184,0.1725,35735
ASCENT SOLAR TECHNOLOGIES INC,0.7397,1.99,0.75,0.75,0.7253,35708
RBB BANCORP,17.62,11.07,17.49,17.92,17.49,35655
MIND C.T.I.,2.08,0.97,2.07,2.08,2.06,35569
ORRSTOWN FINANCIAL SERVICES,26.94,10.7,26.43,27.31,26.43,35559
LIMONEIRA CO,17.92,12.5,18.18,18.28,17.92,35474
WESTPORT FUEL SYSTEMS INC,5.97,10.83,6.02,6.06,5.93,35443
FLUENT INC.,0.599,4.16,0.6066,0.6066,0.5695,35395
FUSION FUEL GREEN PLC,1.07,0.0,1.07,1.13,1.01,35287
SHUTTLE PHARMACEUTICALS HLD.,0.3996,2.46,0.3852,0.4,0.38,35215
WALKME,10.36,10.38,10.3,10.4,10.22,35139
SARCOS TECHNOLOGY AND ROBOTICS,0.504,10.98,0.51,0.51,0.4605,35097
STAR EQUITY HOLDINGS INC.,0.99,1.01,0.97,1.01,0.97,35082
IO BIOTECH INC.,1.83,1.67,1.79,1.84,1.71,35061
ONCONOVA THERAPEUTICS INC.,0.717,0.0,0.69,0.73,0.69,35009
HERITAGE GLOBAL INC.,2.86,10.35,2.87,2.87,2.83,35001
OPTEX SYSTEMS HLD.,5.98,7.55,5.6,6.04,5.5,34910
CHARLES & COLVARD,0.39,13.23,0.39,0.4099,0.38,34900
ALTERITY THERAPEUTICS,2.08,12.35,2.13,2.13,2.0,34855
CSP INC.,23.0,18.04,24.87,25.0,22.9,34852
MAGIC SOFTWARE ENTERPRISES,10.31,0.29,10.28,10.33,10.18,34829
LUCID DIAGNOSTICS INC.,1.44,0.0,1.48,1.48,1.4,34730
CAMDEN NATIONAL,34.61,12.07,34.69,35.44,34.56,34696
SENMIAO TECHNOLOGY,0.65,8.15,0.5608,0.65,0.54,34635
IRIDEX CORP.,2.73,0.0,2.73,2.78,2.69,34529
LIFEVANTAGE CORP.,5.59,2.19,5.35,5.74,5.35,34304
MANITEX INTERNATIONAL INC.,7.74,10.64,7.79,7.84,7.62,34223
ACHIEVE LIFE SCIENCES INC.,4.85,13.0,4.91,5.0,4.76,34104
UFP TECHNOLOGIES INC.,175.88,10.96,175.04,176.65,171.85,33924
GREENWICH LIFESCIENCES INC.,8.74,11.69,8.71,8.85,8.45,33911
NATURE WOOD GROUP,8.8,1.85,8.66,8.8,8.58,33836
HWH INTERNATIONAL INC.,1.19,6.25,1.1,1.19,1.05,33750
IMMUNEERING CORP.,5.65,11.57,5.62,6.0,5.24,33736
SAFE & GREEN HOLDINGS,0.3761,14.71,0.3891,0.3982,0.37,33725
UNIVERSAL LOGISTICS HLD.,30.0,10.1,29.61,31.15,29.42,33628
ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES,8.64,17.59,8.72,8.95,8.52,33528
ALERUS FINANCIAL,22.51,13.31,23.15,23.15,22.27,33443
A SPAC II ACQUISITION,0.0602,0.17,0.06,0.0721,0.06,33386
THE GLIMPSE GROUP INC.,1.23,9.82,1.17,1.26,1.14,33300
SYNLOGIC INC.,3.41,12.29,3.48,3.62,3.34,33247
WINMARK CORP.,365.74,11.99,370.56,376.39,364.54,33219
SOHU.COM LTD.,9.76,0.0,9.7,9.85,9.7,33046
ELEDON PHARMACEUTICALS INC.,1.73,12.26,1.81,1.87,1.68,32954
RESEARCH SOLUTIONS INC,2.79,0.72,2.76,2.79,2.76,32931
MARTIN MIDSTREAM PARTNERS L.P.,2.25,3.21,2.15,2.26,2.15,32895
BIO-KEY INTERNATIONAL INC.,1.9,10.52,1.96,2.01,1.85,32876
IVEDA SOLUTIONS INC.,0.565,11.05,0.5801,0.6,0.565,32838
AGNC INVESTMENT,23.25,10.26,23.24,23.33,23.17,32829
OSTIN TECHNOLOGY GROUP CO.,0.584,10.17,0.5162,0.585,0.5162,32770
CLIMATEROCK RIGHT,0.096,0.0,0.1,0.1,0.096,32701
HALL OF FAME RESORT & ENTERTAINMENT CO.,3.48,10.85,3.44,3.51,3.3,32655
JASPER THERAPEUTICS INC.,12.03,11.47,12.13,12.19,11.25,32469
AUDIOEYE INC.,5.27,12.77,5.48,5.48,5.16,32394
PINEAPPLE ENERGY INC.,0.451,14.25,0.4799,0.4799,0.4505,32384
WALDENCAST PLC ORD.,6.82,6.73,6.48,7.34,6.34,32346
OFFICE PROPERTIES,10.69,13.69,11.1,11.15,10.4,32328
STAFFING 360 SOLUTIONS INC.,0.3195,3.06,0.318,0.3394,0.2944,32298
SENECA FOODS CORP.,54.04,1.39,52.9,54.73,52.9,32257
UXIN LTD.,2.3,16.88,2.48,2.52,2.3,32251
BARRETT BUSINESS SERVICES INC.,112.08,11.75,113.49,113.7,111.81,32210
MONROE CAPITAL CORP.,7.3,10.54,7.35,7.35,7.24,32149
SECUREWORKS CORP.,7.65,7.59,7.05,7.65,6.82,32132
CARVER BANCORP INC.,1.73,15.98,1.84,1.84,1.58,32112
EVOGENE,0.7685,12.13,0.81,0.81,0.76,32101
SONDER HOLDINGS INC.,2.66,1.14,2.58,2.68,2.58,32090
CEMTREX INC.,3.21,110.34,3.36,3.65,3.21,32071
INTENSITY THERAPEUTICS INC.,4.74,15.01,4.99,4.99,4.69,32046
MOVELLA HOLDINGS INC.,0.3701,13.8,0.3675,0.3999,0.3675,32035
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.13,0.0,10.13,10.14,10.13,32030
KEYARCH ACQUISITION,10.93,0.18,10.93,10.93,10.92,32000
UNITY BIOTECHNOLOGY INC.,1.76,0.0,1.71,1.77,1.71,31916
KARAT PACKAGING INC.,24.81,0.69,24.37,24.97,24.21,31817
DISTRIBUTION SOLUTIONS GROUP,33.31,1.18,32.8,33.63,32.71,31799
NVE CORP.,79.69,10.45,80.37,80.44,78.99,31708
GREAT SOUTHERN BANCORP INC.,51.65,10.44,50.92,52.1,50.92,31670
FLJ GROUP LTD.,0.739,10.89,0.7734,0.7734,0.701,31653
CASS INFORMATION SYSTEMS INC,42.1,11.93,42.35,42.78,41.96,31551
CELLECTIS S.A. ADS,2.95,10.34,2.9,3.02,2.89,31485
INMUNE BIO INC.,11.08,5.22,10.43,11.08,10.3,31471
FINTECH ECOSYSTEM DEVELOPMENT,10.84,0.0,10.86,10.86,10.84,31459
MDXHEALTH SA,3.87,12.52,3.96,4.01,3.8,31450
MILLENNIUM GROUP INTERNATIONAL HLD.,1.01,15.61,1.09,1.09,1.01,31405
FUTURETECH II ACQUISITION,11.05,0.36,11.05,11.05,11.05,31350
NYXOAH SA,11.18,1.91,10.84,11.39,10.56,31327
GLUCOTRACK INC.,0.2079,0.97,0.2131,0.2131,0.2003,31261
WHEELER REAL ESTATE INVESTMENT TRUST,14.4,12.04,14.41,14.8,14.39,31170
MEDIWOUND,12.32,12.76,12.7,12.7,12.22,31091
ETERNA THERAPEUTICS INC.,1.63,14.68,1.87,1.87,1.46,30974
MUSTANG BIO INC.,1.39,0.0,1.38,1.42,1.35,30954
CENTRAL PLAINS BANCSHARES INC.,10.26,0.69,10.08,10.26,10.05,30945
MODULAR MEDICAL INC.,1.72,12.82,1.72,1.75,1.68,30889
FREQUENCY ELECTRONICS INC.,11.03,1.19,11.19,11.19,10.7,30843
METROCITY BANKSHARES INC.,23.31,13.28,23.66,23.99,23.21,30806
BOWMAN CONSULTING GROUP,32.04,10.16,31.8,32.29,31.44,30754
MEDALLION FINANCIAL,10.04,10.99,10.07,10.07,9.9,30723
CHEMOMAB THERAPEUTICS,0.57,0.11,0.5639,0.581,0.55,30659
ROYALTY MANAGEMENT HOLDING,1.35,7.14,1.29,1.45,1.27,30630
SOUTH PLAINS FINANCIAL INC.,26.67,11.44,26.61,27.22,26.5,30610
SCIENCE 37 HOLDINGS INC.,5.71,0.35,5.74,5.74,5.67,30555
ELECTROVAYA INC.,3.69,12.64,3.76,3.82,3.45,30541
MILLICOM INTERNATIONAL CELLULAR S.A.,16.71,12.39,16.96,16.97,16.68,30507
CREATIVE REALITIES INC.,3.08,3.7,3.0,3.08,2.92,30443
BENEFICIENT,0.3167,13.15,0.33,0.33,0.311,30392
GULF ISLAND FABRICATION INC.,4.57,10.22,4.53,4.61,4.5,30370
LIFEWAY FOODS INC.,12.52,10.79,12.54,12.75,12.32,30331
CRA INTERNATIONALINC.,106.44,10.9,106.6,107.46,104.96,30174
ESGL HOLDINGS LTD.,0.499,2.93,0.475,0.5,0.4555,30066
JAYUD GLOBAL LOGISTICS,0.8957,1.74,0.88,0.9,0.88,30054
SENSTAR TECHNOLOGIES,1.15,1.77,1.14,1.18,1.13,30015
HUDSON ACQUISITION I,10.61,0.0,10.61,10.61,10.61,30001
PEPPERLIME HEALTH ACQUISITION,0.037,17.09,0.04,0.04,0.0361,30000
IBEX LTD.,17.71,12.53,17.92,18.1,17.71,29981
LUMOS PHARMA INC.,2.99,10.66,3.05,3.07,2.92,29882
MIRA PHARMACEUTICALS INC.,0.93,13.13,0.9625,0.98,0.93,29835
MOBIX LABS INC.,2.65,10.38,2.61,2.75,2.54,29797
ASPIRA WOMEN S HEALTH INC.,5.27,0.0,5.32,5.34,4.9,29720
PROFESSIONAL DIVERSITY NETWORK,2.32,0.87,2.3,2.34,2.25,29687
B. RILEY FINANCIAL,15.39,11.66,15.55,15.63,15.27,29665
LINKBANCORP INC.,6.94,11.7,7.11,7.13,6.91,29635
RAMACO RESOURCES INC.,12.29,13.15,12.54,12.65,12.26,29494
BV FINANCIAL INC.,13.59,12.65,13.86,13.9,13.52,29484
INVESTAR HOLDING,17.74,10.56,17.69,17.81,17.43,29401
FOCUS UNIVERSAL INC.,1.49,0.0,1.49,1.66,1.45,29278
HOOKER FURNISHINGS,23.74,11.7,24.01,24.2,23.73,29267
HURCO COMPANIES INC.,24.67,1.73,24.09,24.69,23.95,29203
SMART POWERR CORP.,1.41,12.08,1.44,1.48,1.3,29197
CONDUIT PHARMACEUTICALS INC.,2.78,5.3,2.65,2.78,2.61,29087
LOGICMARK INC.,1.01,10.98,1.03,1.03,1.0,29086
YANGUFANG INTERNATIONAL GROUP CO.,0.5901,118.83,0.7485,0.7485,0.5606,29043
MAINSTREET BANCSHARES INC.,19.01,1.71,18.56,19.18,18.11,29021
GREENLAND TECHNOLOGIES HOLDING,3.37,2.43,3.21,3.4,3.21,29008
CODA OCTOPUS GROUP INC.,5.35,0.19,5.27,5.47,5.26,28967
YOSHIHARU GLOBAL CO.,4.47,13.66,4.64,4.64,4.25,28757
CAPITAL BANCORP INC.,20.53,0.1,20.37,21.47,20.1,28743
BTCS INC.,1.65,0.61,1.6,1.68,1.6,28735
CHS,25.09,0.08,25.03,25.22,25.03,28635
ERAYAK POWER SOLUTION GROUP,0.8047,16.12,0.7497,0.82,0.727,28603
FUEL TECH INC.,1.07,0.94,1.04,1.07,1.04,28550
OCULIS HOLDING AG,12.7,0.47,12.86,13.17,12.7,28549
FIRST COMMUNITY BANKSHARES,33.96,11.91,34.05,34.61,33.82,28489
GLOBAL SELF STORAGE INC.,4.41,10.68,4.43,4.49,4.4,28474
SHIMMICK CORP.,6.16,10.65,6.48,6.49,6.15,28452
MERIDIAN CORP.,11.39,10.52,11.31,11.39,11.01,28330
CYCLO THERAPEUTICS INC.,1.88,11.05,1.84,1.89,1.81,28231
GREENPOWER MOTOR CO.,2.67,12.55,2.68,2.71,2.66,28094
ATN INTERNATIONAL INC.,36.74,13.54,37.6,37.86,36.38,27974
LANTERN PHARMA INC.,4.25,0.47,4.21,4.36,4.1,27897
SONNET BIOTHERAPEUTICS HLD.,1.47,1.38,1.43,1.49,1.43,27849
SOUTHERN MISSOURI BANCORP INC.,42.01,12.1,42.11,43.0,41.33,27843
DRILLING TOOLS INTERNATIONAL,2.9,13.01,3.02,3.07,2.9,27785
UNITED MARITIME,2.74,11.08,2.81,2.81,2.68,27607
ATLANTA BRAVES HLD.,42.99,11.44,43.23,43.49,42.83,27582
GALECTIN THERAPEUTICS INC.,1.76,1.15,1.74,1.76,1.69,27580
BANK OZK 4.625% SERIES A NON-CUMULATIVE,16.68,11.13,16.77,16.98,16.62,27540
FARMMI INC.,1.02,15.56,1.09,1.1,1.02,27481
JOHN MARSHALL BANCORP INC.,17.6,13.61,17.82,18.16,17.5,27473
FITLIFE BRANDS INC.,21.86,10.64,22.14,22.25,21.49,27468
ENLIVEX THERAPEUTICS,2.73,10.73,2.75,2.75,2.59,27452
SR BANCORP INC.,9.5,10.42,9.39,9.5,9.3,27352
KINETA INC.,2.59,2.37,2.58,2.66,2.37,27346
B. RILEY FINANCIAL,21.63,1.07,21.5,21.69,21.45,27320
NEXALIN TECHNOLOGY INC.,0.3829,11.29,0.3301,0.3879,0.3301,27318
FIRST NORTHWEST BANCORP,13.94,12.86,14.05,14.34,13.75,27302
ALPHA TAU MEDICAL,3.29,0.3,3.16,3.32,3.16,27226
EASTSIDE DISTILLING INC.,1.07,0.0,1.05,1.17,1.05,27225
GREENIDGE GENERATION HLD.,9.0,1.81,8.91,9.0,8.9,27165
CALCIMEDICA INC.,5.58,110.0,6.25,6.56,4.85,27160
BIOTE CORP.,3.94,11.5,4.01,4.01,3.81,27159
CITIZENS & NORTHERN CORP,20.57,13.11,20.8,21.19,20.51,27124
SIERRA BANCORP,19.33,14.31,20.08,20.6,19.33,27049
AYRO INC.,1.76,2.92,1.78,1.85,1.67,27041
OKYO PHARMA LTD.,1.44,13.36,1.45,1.53,1.19,26993
CHS,26.24,10.04,26.15,26.35,26.15,26925
CAESARSTONE,3.9,12.5,3.95,4.04,3.9,26909
LUTHER BURBANK CORP.,9.39,10.53,9.35,9.53,9.35,26879
LANDS END INC.,9.29,11.28,9.31,9.58,9.25,26873
BROOKFIELD PROPERTY PARTNERS L.P. 6.375,12.83,0.08,12.89,12.89,12.79,26747
MMTEC INC.,1.49,0.0,1.4,1.5,1.36,26700
RANI THERAPEUTICS HLD.,3.49,1.16,3.43,3.55,3.36,26656
ENERGOUS CORP.,1.66,14.05,1.75,1.75,1.65,26646
URBAN ONE INC.,3.85,11.53,3.89,3.97,3.82,26550
VINCI PARTNERS INVESTMENTS,10.45,10.1,10.49,10.5,10.28,26538
TERRITORIAL BANCORP INC.,10.08,12.89,10.19,10.28,9.86,26516
